	tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes	releaseDate	posterURL	releaseCountry
211	317248	movie	City of God	Cidade de Deus	0	2002	\N	130	Crime,Drama	8.6	635342	2004-02-13	https://m.media-amazon.com/images/M/MV5BMGU5OWEwZDItNmNkMC00NzZmLTk1YTctNzVhZTJjM2NlZTVmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg	USA
212	317705	movie	The Incredibles	The Incredibles	0	2004	\N	115	Action,Adventure,Animation	8.0	591520	2004-11-05	https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
213	317740	movie	The Italian Job	The Italian Job	0	2003	\N	111	Action,Crime,Thriller	7.0	319563	2003-05-30	https://m.media-amazon.com/images/M/MV5BNDYyNzYxNjYtNmYzMC00MTE0LWIwMmYtNTAyZDBjYTIxMTRhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX101_CR0,0,101,150_.jpg	USA
214	317919	movie	Mission: Impossible III	Mission: Impossible III	0	2006	\N	126	Action,Adventure,Thriller	6.9	302858	2006-05-05	https://m.media-amazon.com/images/M/MV5BOThhNTA1YjItYzk2Ny00M2Y1LWJlYWUtZDQyZDU0YmY5Y2M5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg	USA
215	319061	movie	Big Fish	Big Fish	0	2003	\N	125	Adventure,Drama,Fantasy	8.0	386955	2004-01-09	https://m.media-amazon.com/images/M/MV5BMTYyMzM3MzgyNV5BMl5BanBnXkFtZTcwMTI4MzUyMQ@@._V1_SY150_CR2,0,101,150_.jpg	USA
216	319262	movie	The Day After Tomorrow	The Day After Tomorrow	0	2004	\N	124	Action,Adventure,Sci-Fi	6.4	381459	2004-05-28	https://m.media-amazon.com/images/M/MV5BMTU1NTA3NzMwOV5BMl5BanBnXkFtZTcwNzEzMTEzMw@@._V1_SX101_CR0,0,101,150_.jpg	USA
217	325710	movie	The Last Samurai	The Last Samurai	0	2003	\N	154	Action,Drama,History	7.7	366282	2003-12-05	https://m.media-amazon.com/images/M/MV5BMzkyNzQ1Mzc0NV5BMl5BanBnXkFtZTcwODg3MzUzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
218	325980	movie	Pirates of the Caribbean: The Curse of the Black Pearl	Pirates of the Caribbean: The Curse of the Black Pearl	0	2003	\N	143	Action,Adventure,Fantasy	8.0	953767	2003-07-09	https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX101_CR0,0,101,150_.jpg	USA
219	327056	movie	Mystic River	Mystic River	0	2003	\N	138	Crime,Drama,Mystery	8.0	385052	2003-10-15	https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_SY150_CR0,0,101,150_.jpg	USA
220	328107	movie	Man on Fire	Man on Fire	0	2004	\N	146	Crime,Drama,Thriller	7.7	304529	2004-04-23	https://m.media-amazon.com/images/M/MV5BODFlMmEwMDgtYjhmZi00ZTE5LTk2NWQtMWE1Y2M0NjkzOGYxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg	USA
221	330373	movie	Harry Potter and the Goblet of Fire	Harry Potter and the Goblet of Fire	0	2005	\N	157	Adventure,Family,Fantasy	7.7	481262	2005-11-18	https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
222	332280	movie	The Notebook	The Notebook	0	2004	\N	123	Drama,Romance	7.9	467832	2004-06-25	https://m.media-amazon.com/images/M/MV5BMTk3OTM5Njg5M15BMl5BanBnXkFtZTYwMzA0ODI3._V1_SY150_CR0,0,101,150_.jpg	USA
223	332452	movie	Troy	Troy	0	2004	\N	163	Drama,History	7.2	446469	2004-05-14	https://m.media-amazon.com/images/M/MV5BMTk5MzU1MDMwMF5BMl5BanBnXkFtZTcwNjczODMzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
224	335266	movie	Lost in Translation	Lost in Translation	0	2003	\N	102	Drama	7.8	370455	2003-10-03	https://m.media-amazon.com/images/M/MV5BMTI2NDI5ODk4N15BMl5BanBnXkFtZTYwMTI3NTE3._V1_SX101_CR0,0,101,150_.jpg	USA
225	337978	movie	Live Free or Die Hard	Live Free or Die Hard	0	2007	\N	128	Action,Thriller	7.1	368671	2007-06-27	https://m.media-amazon.com/images/M/MV5BNDQxMDE1OTg4NV5BMl5BanBnXkFtZTcwMTMzOTQzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
226	338013	movie	Eternal Sunshine of the Spotless Mind	Eternal Sunshine of the Spotless Mind	0	2004	\N	108	Drama,Romance,Sci-Fi	8.3	812938	2004-03-19	https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
227	338751	movie	The Aviator	The Aviator	0	2004	\N	170	Biography,Drama	7.5	304590	2004-12-25	https://m.media-amazon.com/images/M/MV5BZTYzMjA2M2EtYmY1OC00ZWMxLThlY2YtZGI3MTQzOWM4YjE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
228	343660	movie	50 First Dates	50 First Dates	0	2004	\N	99	Comedy,Drama,Romance	6.8	300855	2004-02-13	https://m.media-amazon.com/images/M/MV5BMjAwMzc4MDgxNF5BMl5BanBnXkFtZTYwNjUwMzE3._V1_SX101_CR0,0,101,150_.jpg	USA
229	343818	movie	I, Robot	I, Robot	0	2004	\N	115	Action,Crime,Drama	7.1	458431	2004-07-16	https://m.media-amazon.com/images/M/MV5BNmE1OWI2ZGItMDUyOS00MmU5LWE0MzUtYTQ0YzA1YTE5MGYxXkEyXkFqcGdeQXVyMDM5ODIyNw@@._V1_SY150_CR5,0,101,150_.jpg	USA
230	347149	movie	Howl's Moving Castle	Hauru no ugoku shiro	0	2004	\N	119	Adventure,Animation,Family	8.2	277871	2005-06-17	https://m.media-amazon.com/images/M/MV5BMjZmNWZmZDMtMjcyZS00NGYwLTlkZmYtZDA0YzAyN2RiNzM0XkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_SX101_CR0,0,101,150_.jpg	USA
231	348150	movie	Superman Returns	Superman Returns	0	2006	\N	154	Action,Adventure,Sci-Fi	6.1	259002	2006-06-28	https://m.media-amazon.com/images/M/MV5BNzY2ZDQ2MTctYzlhOC00MWJhLTgxMmItMDgzNDQwMDdhOWI2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX101_CR0,0,101,150_.jpg	USA
232	349903	movie	Ocean's Twelve	Ocean's Twelve	0	2004	\N	125	Crime,Thriller	6.5	328139	2004-12-10	https://m.media-amazon.com/images/M/MV5BMmJmYzBjNTktMTJjZS00ZGRhLWE1Y2QtOWQxZGU0Y2RmMjkyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
233	351283	movie	Madagascar	Madagascar	0	2005	\N	86	Adventure,Animation,Comedy	6.9	325980	2005-05-27	https://m.media-amazon.com/images/M/MV5BN2I5YzFlYWEtZjRhNy00ZmQzLWJhNTktZGIwYjFjODdmNDgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
234	356910	movie	Mr. & Mrs. Smith	Mr. & Mrs. Smith	0	2005	\N	120	Action,Comedy,Crime	6.5	411408	2005-06-10	https://m.media-amazon.com/images/M/MV5BMTUxMzcxNzQzOF5BMl5BanBnXkFtZTcwMzQxNjUyMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
235	357413	movie	Anchorman: The Legend of Ron Burgundy	Anchorman: The Legend of Ron Burgundy	0	2004	\N	94	Comedy	7.2	305442	2004-07-09	https://m.media-amazon.com/images/M/MV5BMTQ2MzYwMzk5Ml5BMl5BanBnXkFtZTcwOTI4NzUyMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
236	359950	movie	The Secret Life of Walter Mitty	The Secret Life of Walter Mitty	0	2013	\N	114	Adventure,Comedy,Drama	7.3	272914	2013-12-25	https://m.media-amazon.com/images/M/MV5BODYwNDYxNDk1Nl5BMl5BanBnXkFtZTgwOTAwMTk2MDE@._V1_SY150_CR0,0,101,150_.jpg	USA
237	360486	movie	Constantine	Constantine	0	2005	\N	121	Action,Fantasy,Horror	7.0	273988	2005-02-18	https://m.media-amazon.com/images/M/MV5BMTE5NDk5NTUyN15BMl5BanBnXkFtZTYwNzUyMDA3._V1_SY150_CR0,0,101,150_.jpg	USA
238	360717	movie	King Kong	King Kong	0	2005	\N	187	Action,Adventure,Drama	7.2	362775	2005-12-14	https://m.media-amazon.com/images/M/MV5BMjYxYmRlZWYtMzAwNC00MDA1LWJjNTItOTBjMzlhNGMzYzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
239	361748	movie	Inglourious Basterds	Inglourious Basterds	0	2009	\N	153	Adventure,Drama,War	8.3	1100540	2009-08-21	https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY150_CR0,0,101,150_.jpg	USA
240	361862	movie	The Machinist	The Machinist	0	2004	\N	101	Drama,Thriller	7.7	326678	2004-12-03	https://m.media-amazon.com/images/M/MV5BNjk1NzBlY2YtNjJmNi00YTVmLWI2OTgtNDUxNDE5NjUzZmE0XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SY150_CR0,0,101,150_.jpg	USA
241	362227	movie	The Terminal	The Terminal	0	2004	\N	128	Comedy,Drama,Romance	7.3	361199	2004-06-18	https://m.media-amazon.com/images/M/MV5BMTM1MTIwNTMxOF5BMl5BanBnXkFtZTcwNjIxMjQyMw@@._V1_SY150_CR5,0,101,150_.jpg	USA
242	363163	movie	Downfall	Der Untergang	0	2004	\N	156	Biography,Drama,History	8.2	300800	2005-04-08	https://m.media-amazon.com/images/M/MV5BZDFmNzI3YmItMTMyMy00YjE1LTliYTgtN2Q4M2QzZDE5MTlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
243	363771	movie	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe	0	2005	\N	143	Adventure,Family,Fantasy	6.9	336081	2005-12-09	https://m.media-amazon.com/images/M/MV5BMTc0NTUwMTU5OV5BMl5BanBnXkFtZTcwNjAwNzQzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
244	364569	movie	Oldboy	Oldeuboi	0	2003	\N	120	Action,Drama,Mystery	8.4	450755	2003-11-21	https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_SY150_CR0,0,101,150_.jpg	South Korea
245	365748	movie	Shaun of the Dead	Shaun of the Dead	0	2004	\N	99	Comedy,Horror	7.9	464098	2004-09-24	https://m.media-amazon.com/images/M/MV5BMTg5Mjk2NDMtZTk0Ny00YTQ0LWIzYWEtMWI5MGQ0Mjg1OTNkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX101_CR0,0,101,150_.jpg	USA
246	367594	movie	Charlie and the Chocolate Factory	Charlie and the Chocolate Factory	0	2005	\N	115	Adventure,Comedy,Family	6.6	384391	2005-07-15	https://m.media-amazon.com/images/M/MV5BNjcxMjg1Njg2NF5BMl5BanBnXkFtZTcwMjQ4NzMzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
247	367882	movie	Indiana Jones and the Kingdom of the Crystal Skull	Indiana Jones and the Kingdom of the Crystal Skull	0	2008	\N	122	Action,Adventure	6.2	388054	2008-05-22	https://m.media-amazon.com/images/M/MV5BMTIxNDUxNzcyMl5BMl5BanBnXkFtZTcwNTgwOTI3MQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
248	368891	movie	National Treasure	National Treasure	0	2004	\N	131	Action,Adventure,Family	6.9	282942	2004-11-19	https://m.media-amazon.com/images/M/MV5BMTY3NTc4OTYxMF5BMl5BanBnXkFtZTcwMjk5NzUyMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
249	369339	movie	Collateral	Collateral	0	2004	\N	120	Crime,Drama,Thriller	7.5	332654	2004-08-06	https://m.media-amazon.com/images/M/MV5BMjE3NjM5OTMxMV5BMl5BanBnXkFtZTcwOTIzMTQyMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
250	371746	movie	Iron Man	Iron Man	0	2008	\N	126	Action,Adventure,Sci-Fi	7.9	838384	2008-05-02	https://m.media-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
251	372183	movie	The Bourne Supremacy	The Bourne Supremacy	0	2004	\N	108	Action,Mystery,Thriller	7.8	403556	2004-07-23	https://m.media-amazon.com/images/M/MV5BYTIyMDFmMmItMWQzYy00MjBiLTg2M2UtM2JiNDRhOWE4NjBhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg	USA
252	372784	movie	Batman Begins	Batman Begins	0	2005	\N	140	Action,Adventure,Thriller	8.2	1175921	2005-06-15	https://m.media-amazon.com/images/M/MV5BZmUwNGU2ZmItMmRiNC00MjhlLTg5YWUtODMyNzkxODYzMmZlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY150_CR6,0,101,150_.jpg	USA
253	373889	movie	Harry Potter and the Order of the Phoenix	Harry Potter and the Order of the Phoenix	0	2007	\N	138	Adventure,Family,Fantasy	7.5	446410	2007-07-11	https://m.media-amazon.com/images/M/MV5BMTM0NTczMTUzOV5BMl5BanBnXkFtZTYwMzIxNTg3._V1_SY150_CR0,0,101,150_.jpg	USA
254	375679	movie	Crash	Crash	0	2004	\N	112	Crime,Drama,Thriller	7.8	398249	2005-05-06	https://m.media-amazon.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
255	376994	movie	X-Men: The Last Stand	X-Men: The Last Stand	0	2006	\N	104	Action,Adventure,Sci-Fi	6.7	446136	2006-05-26	https://m.media-amazon.com/images/M/MV5BNDBhNDJiMWEtOTg4Yi00NTYzLWEzOGMtMjNmNjAxNTBlMzY3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY150_CR1,0,101,150_.jpg	USA
256	377092	movie	Mean Girls	Mean Girls	0	2004	\N	97	Comedy	7.0	297437	2004-04-30	https://m.media-amazon.com/images/M/MV5BMjE1MDQ4MjI1OV5BMl5BanBnXkFtZTcwNzcwODAzMw@@._V1_SY150_CR2,0,101,150_.jpg	USA
257	378194	movie	Kill Bill: Vol. 2	Kill Bill: Vol. 2	0	2004	\N	137	Action,Crime,Thriller	8.0	605754	2004-04-16	https://m.media-amazon.com/images/M/MV5BNmFiYmJmN2QtNWQwMi00MzliLThiOWMtZjQxNGRhZTQ1MjgyXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SY150_CR0,0,101,150_.jpg	USA
258	379786	movie	Serenity	Serenity	0	2005	\N	119	Action,Adventure,Sci-Fi	7.9	268005	2005-09-30	https://m.media-amazon.com/images/M/MV5BOWE2MDAwZjEtODEyOS00ZjYyLTgzNDUtYmNiY2VmNWRiMTQxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY150_CR0,0,101,150_.jpg	USA
259	381061	movie	Casino Royale	Casino Royale	0	2006	\N	144	Action,Adventure,Thriller	8.0	534400	2006-11-17	https://m.media-amazon.com/images/M/MV5BMDI5ZWJhOWItYTlhOC00YWNhLTlkNzctNDU5YTI1M2E1MWZhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX101_CR0,0,101,150_.jpg	USA
260	381849	movie	3:10 to Yuma	3:10 to Yuma	0	2007	\N	122	Action,Crime,Drama	7.7	267781	2007-09-07	https://m.media-amazon.com/images/M/MV5BODE0NTcxNTQzNF5BMl5BanBnXkFtZTcwMzczOTIzMw@@._V1_SX101_CR0,0,101,150_.jpg	USA
261	382625	movie	The Da Vinci Code	The Da Vinci Code	0	2006	\N	149	Mystery,Thriller	6.6	368027	2006-05-19	https://m.media-amazon.com/images/M/MV5BMjIxMjQyMTc3Nl5BMl5BanBnXkFtZTcwMTA1MDUzMw@@._V1_SX101_CR0,0,101,150_.jpg	USA
262	382932	movie	Ratatouille	Ratatouille	0	2007	\N	111	Adventure,Animation,Comedy	8.0	569483	2007-06-29	https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
263	383574	movie	Pirates of the Caribbean: Dead Man's Chest	Pirates of the Caribbean: Dead Man's Chest	0	2006	\N	151	Action,Adventure,Fantasy	7.3	606594	2006-07-07	https://m.media-amazon.com/images/M/MV5BMTcwODc1MTMxM15BMl5BanBnXkFtZTYwMDg1NzY3._V1_SY150_CR0,0,101,150_.jpg	USA
264	386588	movie	Hitch	Hitch	0	2005	\N	118	Comedy,Romance	6.6	275507	2005-02-11	https://m.media-amazon.com/images/M/MV5BNzYyNzM2NzM2NF5BMl5BanBnXkFtZTcwNjg5NTQzMw@@._V1_SX101_CR0,0,101,150_.jpg	USA
265	387564	movie	Saw	Saw	0	2004	\N	103	Crime,Horror,Mystery	7.6	348152	2004-10-29	https://m.media-amazon.com/images/M/MV5BMjE4MDYzNDE1OV5BMl5BanBnXkFtZTcwNDY2OTYwNA@@._V1_SY150_CR0,0,101,150_.jpg	USA
266	388795	movie	Brokeback Mountain	Brokeback Mountain	0	2005	\N	134	Drama,Romance	7.7	296423	2006-01-13	https://m.media-amazon.com/images/M/MV5BMTY5NTAzNTc1NF5BMl5BanBnXkFtZTYwNDY4MDc3._V1_SY150_CR0,0,101,150_.jpg	USA
267	389860	movie	Click	Click	0	2006	\N	107	Comedy,Drama,Fantasy	6.4	280515	2006-06-23	https://m.media-amazon.com/images/M/MV5BMTA1MTUxNDY4NzReQTJeQWpwZ15BbWU2MDE3ODAxNw@@._V1_SY150_CR0,0,101,150_.jpg	USA
268	395169	movie	Hotel Rwanda	Hotel Rwanda	0	2004	\N	121	Biography,Drama,History	8.1	310394	2005-02-04	https://m.media-amazon.com/images/M/MV5BZGJjYmIzZmQtNWE4Yy00ZGVmLWJkZGEtMzUzNmQ4ZWFlMjRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg	USA
269	396269	movie	Wedding Crashers	Wedding Crashers	0	2005	\N	119	Comedy,Romance	7.0	311723	2005-07-15	https://m.media-amazon.com/images/M/MV5BZmJkNzViYjYtZWZlNy00OGE4LWI2MzUtYTcwNjY3Y2MyODIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SY150_CR0,0,101,150_.jpg	USA
270	398286	movie	Tangled	Tangled	0	2010	\N	100	Adventure,Animation,Comedy	7.8	360556	2010-11-24	https://m.media-amazon.com/images/M/MV5BMTAxNDYxMjg0MjNeQTJeQWpwZ15BbWU3MDcyNTk2OTM@._V1_SY150_CR0,0,101,150_.jpg	USA
271	399201	movie	The Island	The Island	0	2005	\N	136	Action,Romance,Sci-Fi	6.9	286484	2005-07-22	https://m.media-amazon.com/images/M/MV5BMTAwNjk0NjM1ODReQTJeQWpwZ15BbWU3MDc1NjIxMzM@._V1_SY150_CR0,0,101,150_.jpg	USA
272	399295	movie	Lord of War	Lord of War	0	2005	\N	122	Crime,Drama,Thriller	7.6	275559	2005-09-16	https://m.media-amazon.com/images/M/MV5BMTYzZWE3MDAtZjZkMi00MzhlLTlhZDUtNmI2Zjg3OWVlZWI0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX101_CR0,0,101,150_.jpg	USA
273	401792	movie	Sin City	Sin City	0	2005	\N	124	Crime,Thriller	8.0	711654	2005-04-01	https://m.media-amazon.com/images/M/MV5BODZmYjMwNzEtNzVhNC00ZTRmLTk2M2UtNzE1MTQ2ZDAxNjc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
274	405094	movie	The Lives of Others	Das Leben der Anderen	0	2006	\N	137	Drama,Thriller	8.4	317710	2007-03-30	https://m.media-amazon.com/images/M/MV5BNDUzNjYwNDYyNl5BMl5BanBnXkFtZTcwNjU3ODQ0MQ@@._V1_SX101_CR0,0,101,150_.jpg	USA
275	405159	movie	Million Dollar Baby	Million Dollar Baby	0	2004	\N	132	Drama,Sport	8.1	579869	2005-01-28	https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
276	405422	movie	The 40 Year Old Virgin	The 40 Year Old Virgin	0	2005	\N	116	Comedy,Romance	7.1	359558	2005-08-19	https://m.media-amazon.com/images/M/MV5BMTNjYTA1NDMtZGZmZi00MTdiLThjZTMtZWU1MGYyZjZkNzgxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
277	407304	movie	War of the Worlds	War of the Worlds	0	2005	\N	116	Adventure,Sci-Fi	6.5	383574	2005-06-29	https://m.media-amazon.com/images/M/MV5BNDUyODAzNDI1Nl5BMl5BanBnXkFtZTcwMDA2NDAzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
278	407887	movie	The Departed	The Departed	0	2006	\N	151	Crime,Drama,Thriller	8.5	1059399	2006-10-06	https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_SY150_CR0,0,101,150_.jpg	USA
279	408236	movie	Sweeney Todd: The Demon Barber of Fleet Street	Sweeney Todd: The Demon Barber of Fleet Street	0	2007	\N	116	Drama,Horror,Musical	7.4	319528	2007-12-21	https://m.media-amazon.com/images/M/MV5BMTg3NjUxMzM5NV5BMl5BanBnXkFtZTcwMzQ1NjQzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
280	409459	movie	Watchmen	Watchmen	0	2009	\N	162	Action,Drama,Mystery	7.6	449970	2009-03-06	https://m.media-amazon.com/images/M/MV5BY2IzNGNiODgtOWYzOS00OTI0LTgxZTUtOTA5OTQ5YmI3NGUzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg	USA
281	413267	movie	Shrek the Third	Shrek the Third	0	2007	\N	93	Adventure,Animation,Comedy	6.1	251397	2007-05-18	https://m.media-amazon.com/images/M/MV5BOTgyMjc3ODk2MV5BMl5BanBnXkFtZTcwMjY0MjEzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
282	413300	movie	Spider-Man 3	Spider-Man 3	0	2007	\N	139	Action,Adventure,Sci-Fi	6.2	453762	2007-05-04	https://m.media-amazon.com/images/M/MV5BYTk3MDljOWQtNGI2My00OTEzLTlhYjQtOTQ4ODM2MzUwY2IwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX101_CR0,0,101,150_.jpg	USA
283	416449	movie	300	300	0	2006	\N	117	Action,Fantasy	7.7	685316	2007-03-09	https://m.media-amazon.com/images/M/MV5BMjAzNTkzNjcxNl5BMl5BanBnXkFtZTYwNDA4NjE3._V1_SY150_CR0,0,101,150_.jpg	USA
284	417741	movie	Harry Potter and the Half-Blood Prince	Harry Potter and the Half-Blood Prince	0	2009	\N	153	Adventure,Family,Fantasy	7.6	411287	2009-07-15	https://m.media-amazon.com/images/M/MV5BNzU3NDg4NTAyNV5BMl5BanBnXkFtZTcwOTg2ODg1Mg@@._V1_SX101_CR0,0,101,150_.jpg	USA
285	418279	movie	Transformers	Transformers	0	2007	\N	144	Action,Adventure,Sci-Fi	7.1	565336	2007-07-03	https://m.media-amazon.com/images/M/MV5BNDg1NTU2OWEtM2UzYi00ZWRmLWEwMTktZWNjYWQ1NWM1OThjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
286	421715	movie	The Curious Case of Benjamin Button	The Curious Case of Benjamin Button	0	2008	\N	166	Drama,Fantasy,Romance	7.8	533281	2008-12-25	https://m.media-amazon.com/images/M/MV5BNjQ0NTY2ODY2M15BMl5BanBnXkFtZTgwMjE4MzkxMDE@._V1_SY150_CR0,0,101,150_.jpg	USA
287	425112	movie	Hot Fuzz	Hot Fuzz	0	2007	\N	121	Action,Comedy,Mystery	7.9	419949	2007-04-20	https://m.media-amazon.com/images/M/MV5BMzg4MDJhMDMtYmJiMS00ZDZmLThmZWUtYTMwZDM1YTc5MWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg	USA
288	425210	movie	Lucky Number Slevin	Lucky Number Slevin	0	2006	\N	110	Crime,Drama,Mystery	7.8	286829	2006-04-07	https://m.media-amazon.com/images/M/MV5BZjczMWI1YWMtYTZjOS00ZDc5LWE2MWItMTY3ZGUxNzFkNjJmL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg	USA
289	433035	movie	Real Steel	Real Steel	0	2011	\N	127	Action,Drama,Family	7.1	281742	2011-10-07	https://m.media-amazon.com/images/M/MV5BMjEzMzEzNjg0N15BMl5BanBnXkFtZTcwMzg4NDk0Ng@@._V1_SY150_CR0,0,101,150_.jpg	USA
290	434409	movie	V for Vendetta	V for Vendetta	0	2005	\N	132	Action,Drama,Sci-Fi	8.2	941627	2006-03-17	https://m.media-amazon.com/images/M/MV5BYzllMjJkODAtYjMwMi00YmNhLWFhYzAtZjZjODg5YzEwOGUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg	USA
291	435761	movie	Toy Story 3	Toy Story 3	0	2010	\N	103	Adventure,Animation,Comedy	8.3	670120	2010-06-18	https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_SY150_CR2,0,101,150_.jpg	USA
292	438488	movie	Terminator Salvation	Terminator Salvation	0	2009	\N	115	Action,Adventure,Sci-Fi	6.6	317487	2009-05-21	https://m.media-amazon.com/images/M/MV5BODE1MTM1MzA2NF5BMl5BanBnXkFtZTcwODQ5MTA2Mg@@._V1_SY150_CR5,0,101,150_.jpg	USA
293	440963	movie	The Bourne Ultimatum	The Bourne Ultimatum	0	2007	\N	115	Action,Mystery,Thriller	8.0	576254	2007-08-03	https://m.media-amazon.com/images/M/MV5BNGNiNmU2YTMtZmU4OS00MjM0LTlmYWUtMjVlYjAzYjE2N2RjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SY150_CR0,0,101,150_.jpg	USA
294	441773	movie	Kung Fu Panda	Kung Fu Panda	0	2008	\N	92	Action,Adventure,Animation	7.6	374611	2008-06-06	https://m.media-amazon.com/images/M/MV5BODJkZTZhMWItMDI3Yy00ZWZlLTk4NjQtOTI1ZjU5NjBjZTVjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SY150_CR1,0,101,150_.jpg	USA
